B2,B4,Turn,Unit,Poss_labels,Reason,Label Types
20180826-082717_200_live,1,7,where are you from?,,,
20180826-082717_200_live,0,8,"Originally from Romania, but I live in the US in California.",,,
20180826-082717_200_live,0,8,How about you?,,,
20180826-082717_200_live,1,8,I am born and raised in Florida,,,
20180826-082717_200_live,0,9,"Nice, would like to travel and visit other states sometime when Im free.",,,
20180826-082717_200_live,1,9,I made $100+ everyday last week on Mturk and now all I have left is these low paying surveys,,,
20180826-174957_757_live,0,0,I think out of all charities saving the children is most important one as children make the future.,ERPos+,1a,
20180826-174957_757_live,0,0,Hope you agree,,,
20180826-174957_757_live,1,0,I definitely agree,ERPos+,1e,
20180826-174957_757_live,0,1,this is good as you agree with opinion as everyone should do the same,,,
20180826-174957_757_live,1,1,"Yes - providing funding for children is a top priority, whatever the need may be",ERPos+,1e,
20180826-174957_757_live,0,2,I usually put some money for this cause yearly,,,
20180826-174957_757_live,1,2,What kind of children's charities do you think are the most important?,,,
20180826-174957_757_live,0,3,I think children below the poverty line is most important,,,
20180826-174957_757_live,1,3,Yes - someone needs to be looking out for those children!,ERPos+,1e,
20180826-174957_757_live,0,4,"I say, if you have enough than give to others",,,
20180826-174957_757_live,0,4,basic education is very important to have a good future,,,
20180826-174957_757_live,1,4,"Important to make sure their basic needs are met too -- food, clothing and shelter",,,
20180826-174957_757_live,0,5,what is the good amout you think,,,
20180826-174957_757_live,1,5,"It depends, should this be a monthly donation or annual?",,,
20180826-174957_757_live,0,6,annually one time payment,,,
20180826-174957_757_live,1,6,"Ok, sounds good.",,,
20180826-174957_757_live,0,7,I think a range between $100 - $250 would be appropriate,,,
20180826-174957_757_live,0,7,would you like to donate something from your task payment for this cause,EENeg-,4b,
20180826-174957_757_live,1,7,Not without knowing the exact organization,EENeg+,3c,
20180826-174957_757_live,0,8,URL Also I will donate the same amount whatever you decide,EEPos+,2b,
20180826-174957_757_live,1,8,I am unclear as to whether or not this is a real donation or just discussion for the sake of the task,ERPos-,5a,
20180826-174957_757_live,0,9,Whatever you want to donate from your task money,,,
20180826-174957_757_live,1,9,I will donate 20 cents,ERPos+,1c,
20180826-174957_757_live,0,10,thanks will do the same,EEPos+,2a,
20180826-180300_663_live,0,0,Good afternoon/evening,,,
20180826-180300_663_live,1,0,Hello,,,
20180826-180300_663_live,0,1,"Looks like there might be a bonus coming at the end of this HIT, have you got any plans for the money?",,,
20180826-180300_663_live,1,1,"Nope, what do you recommend?",,,
20180826-180300_663_live,0,2,I read a lot about the Save the Children charity before I came in here.,,,
20180826-180300_663_live,0,2,I hope that more people will donate a portion of their income.,,,
20180826-180300_663_live,0,2,Even small amounts will definitely help,,,
20180826-180300_663_live,1,2,What's Save the Children all about?,ERNeg-,8,
20180826-180300_663_live,0,3,"They provide relief and support to children in developing nations, especially the millions of kids who are at risk in Syria.",ERPos+,1a,
20180826-180300_663_live,0,3,"They are a charity we can trust, so I think we all should do our part to help the less fortunate",ERPos+,1a,
20180826-180300_663_live,1,3,Do they provide for the millions of hungry kids here in the USA?,ERNeg-,8,
20180826-180300_663_live,0,4,"They concentrate on developing countries, but, personally, I think that there is just as great a need abroad as there is at home",ERPos+,1a,
20180826-180300_663_live,1,4,"Yeah, i think an American charity should focus on America too",ERPos+,1e,
20180826-180300_663_live,0,5,"That's true, but we're all in this together, as they say.",,,
20180826-180300_663_live,0,5,People far away need help just as much as people close to us.,,,
20180826-180300_663_live,0,5,You could even take the money that you want to give to charity and split it in half among American and international relief agencies,,,
20180826-180300_663_live,1,5,That would work best for me.,,,
20180826-180300_663_live,1,5,That way i know where my money is going.,,,
20180826-180300_663_live,1,5,Is there a minimum to donate?,,,
20180826-180300_663_live,0,6,"No, there is no minimum that I've ever heard of.",,,
20180826-180300_663_live,0,6,They know that any small amount can help.,,,
20180826-180300_663_live,1,6,That's great!,,,
20180826-180300_663_live,1,6,Is there a website where i can donate?,,,
20180826-180300_663_live,0,7,I'm glad to hear it!,,,
20180826-180300_663_live,0,7,Save the Children do have a website at URL,,,
20180826-180300_663_live,0,7,"You can learn more about them there, but there's an easier way to donate",,,
20180826-180300_663_live,1,7,What is the easier way?,ERNeg-,8,
20180826-180300_663_live,0,8,The researchers behind this HIT are gathering up donations so that they can give the money to the charity all at once.,,,
20180826-180300_663_live,0,8,The research team will collect all donations and send it to Save the Children.,,,
20180826-180300_663_live,0,8,It must save time and transaction fees for the charity that way.,,,
20180826-180300_663_live,1,8,"That's interesting and sounds good, right?",,,
20180826-180300_663_live,0,9,"Yeah, it does sound good.",EEPos+,2c,
20180826-180300_663_live,0,9,"Of course it's your decision, in the end.",,,
20180826-180300_663_live,0,9,I am kind of curious about the details though.,,,
20180826-180300_663_live,0,9,How much do you like to donate to the charity now?,EENeg-,4b,
20180826-180300_663_live,0,9,The researchers will let you donate anything up to the amount of your total task payment.,,,
20180826-180300_663_live,0,9,"Or nothing, if that's what you decide.",,,
20180826-180300_663_live,1,9,I think i will make a donation of $2,ERPos+,1c,
20180826-180300_663_live,1,9,That's wonderful!,,,
20180826-180300_663_live,1,9,"I think I'm getting eager to see what happens next with the research and the charity, so I'm about to move on.",,,
20180826-180300_663_live,1,9,It was great chatting with you.,,,
20180826-180300_663_live,1,9,And thanks for helping!,,,
20180826-180300_663_live,0,10,That's wonderful!,,,
20180826-180300_663_live,0,10,"I think I'm getting eager to see what happens next with the research and the charity, so I'm about to move on.",,,
20180826-180300_663_live,0,10,It was great chatting with you.,,,
20180826-180300_663_live,0,10,And thanks for helping!,,,
20180904-012448_306_live,0,0,"Hello, I would like to speak to you about Save The Children .",,,
20180904-012448_306_live,0,0,Have you heard of this charity?,,,
20180904-012448_306_live,1,0,"No, please tell me more.",ERPos-,5b,
20180904-012448_306_live,1,0,Do they have a car?,ERNeg-,8,
20180904-012448_306_live,0,1,"I'm not sure if they have a car, but I am happy to tell you more about the foundation.",,,
20180904-012448_306_live,0,1,"Efforts Focus on Restoring and Improving Early Learning and Education Programs, Helping Children Emotionally Heal, Building Resilience, Preparing for Next Emergency",ERPos+,1a,
20180904-012448_306_live,1,1,How do they do that?,ERNeg-,8,
20180904-012448_306_live,0,2,"By people like you, making a a donation of just $1 a day, you can feed a child for a month.",EEPos+,2b,
20180904-012448_306_live,1,2,The exchange rate must be pretty good.,,,
20180904-012448_306_live,1,2,How do they ensure that the money is effective in feeding the children and not lining pockets?,ERNeg-,8,
20180904-012448_306_live,0,3,"In fiscal year 2017, 86% of all expenditures went to program services.",,,
20180904-012448_306_live,1,3,"How do they define ""Program services"", and do they have independent verification of those findings?",ERNeg-,8,
20180904-012448_306_live,0,4,"They help to feed, house and educate children all around the world.",ERPos+,1a,
20180904-012448_306_live,1,4,"That really isn't an answer to the previous question, though",ERPos-,5a,
20180904-012448_306_live,0,5,You can find reports associated with the financial information by visiting this link: URL s/about-us/resource-library,,,
20180904-012448_306_live,1,5,"That is a solid informational link, including a full board of trustees to look into.",,,
20180904-012448_306_live,1,5,What about controveries in 2009 regarding parents in Britain?,ERNeg-,8,
20180904-012448_306_live,0,6,I believe this is still under investigation.,,,
20180904-012448_306_live,1,6,Should have went for deflection or dismissal.,,,
20180904-012448_306_live,1,6,Works better on skeptics.,,,
20180904-012448_306_live,1,6,Ditto for their problems with the energy company in 2013.,,,
20180904-012448_306_live,1,6,Although that one is easier to spin as seeking more money to fund more projects.,,,
20180904-012448_306_live,1,6,You could also mention their rating from the BBB.,,,
20180904-012448_306_live,0,7,"So are you willing to donate 10 cents today, this money can go to helping children who have grown up with the threat of violence and starvation all of their lives.","EENeg- 
EEPos+","4b
2b",
20180904-012448_306_live,1,7,I'll donate 10 cents.,ERPos+,1a,
20180904-012448_306_live,0,8,Cool thank you.,EEPos+,2a,
20180904-012448_306_live,0,8,"Together, we're changing children's lives and the future we all share.",,,
20180904-012448_306_live,1,8,I'm not certain if that's scripted or not but if it isn't there's a better way to word that and if it is I think the person who wrote it might need to retire because they clearly come from the 50s.,,,
20180904-012448_306_live,0,9,You should feel proud of the decision you have made today.,EEPos+,2a,
20180904-012448_306_live,1,9,Now you're just messing with me intentionally.,ERPos-,5a,
20180719-202443_897_live,0,0,"Hey, how's it going tonight?",,,
20180719-202443_897_live,1,0,"Very Well, How about you?",,,
20180719-202443_897_live,0,1,"Ok, here too.",,,
20180719-202443_897_live,0,1,I'd like to talk to you about children who are less fortunate.,EENeg-,4a,
20180719-202443_897_live,0,1,Do you have a moment?,EENeg-,4a,
20180719-202443_897_live,1,1,"Yes, please go ahead and tell me",ERPos+,1c,
20180719-202443_897_live,0,2,How do you feel about people who just born unlucky?,,,
20180719-202443_897_live,1,2,I feel sorry for them and would like to help them as much as possible,EEPos+,2e,
20180719-202443_897_live,0,3,I see I got a really kind person to talk to.,EEPos+,2a,
20180719-202443_897_live,0,3,That's great.,,,
20180719-202443_897_live,1,3,Go ahead and tell me how can I help,,,
20180719-202443_897_live,0,4,"I'm glad you're so welling to help, but I would feel bad just to get your help without letting you know what the organization is about.",EEPos+,2a,
20180719-202443_897_live,1,4,"Sure, please tell me about the organization",ERPos+,1c,
20180719-202443_897_live,0,5,It's an organization called Save the Children.,,,
20180719-202443_897_live,0,5,Have you heard of them?,,,
20180719-202443_897_live,1,5,I think I have,ERPos+,1d,
20180719-202443_897_live,0,6,"They are an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",ERPos+,1a,
20180719-202443_897_live,1,6,that is very good to know,ERPos+,1d,
20180719-202443_897_live,0,7,Yes.,,,
20180719-202443_897_live,0,7,"Just recently, not sure if you've heard of it, they are working on reuniting children who were separated from their parents at the Mexico-US border.",ERPos+,1a,
20180719-202443_897_live,1,7,Thats such a noble thing they are doing,ERPos+,1d,
20180719-202443_897_live,0,8,They are very noble.,ERPos+,1a,
20180719-202443_897_live,0,8,They're helping kids worldwise but also very close to home.,ERPos+,1a,
20180719-202443_897_live,0,8,Would you like to help by donating?,EENeg-,4b,
20180719-202443_897_live,1,8,"Sure, I would like to help.",ERPos+,1c,
20180719-202443_897_live,1,8,How much is the average donation,,,
20180719-202443_897_live,0,9,They get anything from $0.50 to $2 from mturk workers.,,,
20180719-202443_897_live,1,9,I would like to to donate $1.00 as a mturk worker,ERPos+,1c,
20180808-050533_601_live,0,0,Save the Children is a great organization that looks out for the well being of children in need.,ERPos+,1a,
20180808-050533_601_live,0,0,Currently they are looking for individuals to help their cause.,,,
20180808-050533_601_live,1,0,where is this organization based?,ERNeg-,8,
20180808-050533_601_live,1,0,Do they help children from a particular country or is it all around the world?,ERNeg-,8,
20180808-050533_601_live,0,1,They help children mostly in developing countries around the world.,ERPos+,1a,
20180808-050533_601_live,0,1,Think about all the stories you hear in the news and on social media about children that need help or have been taken advantage of.,EEPos+,2b,
20180808-050533_601_live,1,1,Yeah stories like that are very heart breaking.,ERPos+,1e,
20180808-050533_601_live,1,1,What types of programs do they offer?,ERNeg-,8,
20180808-050533_601_live,1,1,Like do they just supply food?,ERNeg-,8,
20180808-050533_601_live,0,2,"They often protect children from being victims of hunger, violence, and child labor.",ERPos+,1a,
20180808-050533_601_live,0,2,They also advocate for schooling and provide opportunities for families to get ahead.,ERPos+,1a,
20180808-050533_601_live,0,2,It is a great social cause that is worth donating to!,EEPos+,2b,
20180808-050533_601_live,1,2,That sound great but you know my biggest concern with making donations to charities is always the question of just how much of the money I give actually reaches to the intended people.,ERPos-,5a,
20180808-050533_601_live,0,3,"Save the Children is a very well known, credible organization with transparency.",ERPos+,1a,
20180808-050533_601_live,0,3,Visiting the organization's website allows you to understand how even a small donation can have an impact.,,,
20180808-050533_601_live,1,3,Oh I see so they have a website that I could learn more about them.,,,
20180808-050533_601_live,0,4,Think about how much money you spend on non essentials in your life.,EEPos+,2b,
20180808-050533_601_live,0,4,Now think about sacrificing just one of those to help out a child.,EEPos+,2b,
20180808-050533_601_live,1,4,Yeah I think its good to help any little bit you can.,ERPos+,1e,
20180808-050533_601_live,1,4,How much is the typical donation amount usually?,,,
20180808-050533_601_live,0,5,It all depends on what you are comfortable with.,,,
20180808-050533_601_live,0,5,Every bit helps.,EEPos+,2b,
20180808-050533_601_live,0,5,"But one thing is for certain, you will feel good about your donation!",EEPos+,2b,
20180808-050533_601_live,1,5,"So after making a donation, I won't exactly see how the money I give will be used right?",ERNeg-,8,
20180808-050533_601_live,1,5,I mean this is not like sponsoring a child or family situation right?,ERNeg-,8,
20180808-050533_601_live,0,6,"You will not see how it directly impacts one child, but instead think about focusing on how your donation would impact multiple children and families!",EEPos+,2b,
20180808-050533_601_live,1,6,Yes that is true.,ERPos+,1e,
20180808-050533_601_live,1,6,Have you made a donation to this organization before?,,,
20180808-050533_601_live,0,7,"I try to donate a couple of times per year, especially around the holidays.",ERPos+,1b,
20180808-050533_601_live,0,7,I have felt great in the past about this and will continue in the future.,ERPos+,1b,
20180808-050533_601_live,0,7,You will instantly feel better about your decision once you do.,EEPos+,2b,
20180808-050533_601_live,1,7,This will be my first time donating to this organization so sorry if I have a lot of questions about it.,ERNeg+,6,
20180808-050533_601_live,0,8,No problem.,EEPos+,2c,
20180808-050533_601_live,0,8,Many people have questions but inquiring is the only way to know that you are doing the right thing.,EEPos+,2c,
20180808-050533_601_live,1,8,"When making the donation, what are the steps?",,,
20180808-050533_601_live,1,8,Once I decide to make the donation what should I do next?,,,
20180808-050533_601_live,0,9,If you would like to make a donation you can now?,EENeg-,4b,
20180808-050533_601_live,0,9,How much would you like to donate from you payment..,EENeg-,4b,
20180808-050533_601_live,0,9,anything from $0 to all of it?,EENeg-,4b,
20180808-050533_601_live,1,9,I would like to donate $0.,EENeg+,3c,
20180808-050533_601_live,0,10,Are you sure you do not want to make a small donation?,EENeg-,4b,
20180808-050533_601_live,0,10,Once again it is for the children!,EEPos+,2b,
20180825-064838_945_live,0,0,hi!,,,
20180825-064838_945_live,1,0,"hi, how are you?",,,
20180825-064838_945_live,0,1,"I am well, thank you",,,
20180825-064838_945_live,1,1,I guess we're supposed to be talking about a children's charity..?,,,
20180825-064838_945_live,0,2,"yes, do you donate to charities often?",,,
20180825-064838_945_live,1,2,"No, not really.",,,
20180825-064838_945_live,1,2,Do you?,,,
20180825-064838_945_live,0,3,"I try to do what I can, but its hard sometimes",,,
20180825-064838_945_live,1,3,I agree.,ERPos+,1e,
20180825-064838_945_live,1,3,What would motivate you to donate to a children's charity?,,,
20180825-064838_945_live,0,4,"I think save our children is incredibly important, becuase children are the ones who need it most.",ERPos+,1a,
20180825-064838_945_live,1,4,"You're right, it is very important.",ERPos+,1e,
20180825-064838_945_live,1,4,"Would you prefer to donate clothes, food, money, or something else?",,,
20180825-064838_945_live,0,5,"With save the children, money is most important, since they can use it to get all of the necessary needs for children met.",,,
20180825-064838_945_live,1,5,That makes sense.,ERPos+,1e,
20180825-064838_945_live,1,5,We should donate money then.,ERPos+,1c,
20180825-064838_945_live,0,6,I completely agree.,EEPos+,2c,
20180825-064838_945_live,0,6,One of the kids you could be helping could be the next president or osmething!,EEPos+,2b,
20180825-064838_945_live,1,6,Very true!,ERPos+,1e,
20180825-064838_945_live,1,6,It's important to give every child an opportunity to succeed.,ERPos+,1e,
20180825-064838_945_live,0,7,I agree.,EEPos+,2c,
20180825-064838_945_live,0,7,Think about all the children in war torn areas and all of the physical and emotional support they need.,,,
20180825-064838_945_live,0,7,Its devistating,,,
20180825-064838_945_live,1,7,"Yeah, it is really heartbreaking.",ERPos+,1e,
20180825-064838_945_live,1,7,"If you could donate some money today, how much would you donate?",,,
20180825-064838_945_live,0,8,I think we should give all that we can,,,
20180825-064838_945_live,1,8,Okay. I can donate $20.,ERPos+,1c,
20180825-064838_945_live,0,9,Wow that is very generous!,EEPos+,2a,
20180825-064838_945_live,1,9,Ha ha.,,,
20180825-064838_945_live,1,9,I am just very concerned for the children.,,,
20180825-071727_819_live,0,0,"Hi, How are you doing this morning?",,,
20180825-071727_819_live,1,0,I am doing well.,,,
20180825-071727_819_live,1,0,You?,,,
20180825-071727_819_live,0,1,I'm doing great and am really looking forward to our chat!,,,
20180825-071727_819_live,1,1,Excellent.,,,
20180825-071727_819_live,1,1,Sounds good.,,,
20180825-071727_819_live,0,2,I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need,,,
20180825-071727_819_live,1,2,OK - what specifically were you thinking about?,,,
20180825-071727_819_live,0,3,I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children,,,
20180825-071727_819_live,1,3,What about this charity.,ERNeg-,8,
20180825-071727_819_live,1,3,Are you thinking of donating to it?,,,
20180825-071727_819_live,0,4,I am and I would also like to ask you to donate to it as well because of all the good work they do for children who usually have nowhere else to turn for help,"ERPos+
EENeg-","1b
4b",
20180825-071727_819_live,1,4,What do you think I should donate?,,,
20180825-071727_819_live,0,5,I think you should donate $0.15 now which is half of your payment of more if you like.,EENeg-,4b,
20180825-071727_819_live,0,5,Your donation will be directed deducted from you task payment and collected by the researchers and sent to Save the Children,,,
20180825-071727_819_live,1,5,OK that sounds reasonable.,ERPos+,1c,
20180825-071727_819_live,1,5,I will agree to donate $0.15 then.,ERPos+,1c,
20180825-071727_819_live,0,6,That is fantastic and here is a link if you want to know even more URL,EEPos+,2a,
20180825-071727_819_live,1,6,OK thanks.,,,
20180825-071727_819_live,1,6,I already checked it out and it seems pretty good.,,,
20180825-071727_819_live,1,6,Have a great day!,,,
20180825-071727_819_live,0,7,You too and Thanks again!!,EEPos+,2a,
20180825-071727_819_live,1,7,You are very welcome.,,,
20180825-071727_819_live,0,8,I think it speak volumes about you as a person to be willing to give of yourself even if it is a small amount!,EEPos+,2a,
20180825-071727_819_live,1,8,And you likewise to ask.,,,
20180825-071727_819_live,1,8,I really appreciate your willingness to go out on a limb.,,,
20180825-071727_819_live,0,9,I feel inspired!,,,
20180825-071727_819_live,0,9,Have a good rest of your day!,,,
20180825-071727_819_live,1,9,You too.,,,
20180825-071727_819_live,1,9,Thanks.,,,
20180825-111850_152_live,0,0,Good afternoon.,,,
20180825-111850_152_live,1,0,Hey there how is it going?,,,
20180825-111850_152_live,0,1,It's going alright.,,,
20180825-111850_152_live,0,1,I've just been reading about a charity called Save the Children.,,,
20180825-111850_152_live,0,1,Have you heard of it?,,,
20180825-111850_152_live,1,1,I've heard a little bit about it but don't know too much.,ERPos+,1d,
20180825-111850_152_live,0,2,"From what I've read, it's a nonprofit that helps children in difficult situations around the world.",ERPos+,1a,
20180825-111850_152_live,0,2,I was reading about their aid work in Syria and how they've helped young girls in developing countries receive schooling.,ERPos+,1a,
20180825-111850_152_live,1,2,Oh wow!,ERPos+,1d,
20180825-111850_152_live,1,2,That's incredible.,ERPos+,1d,
20180825-111850_152_live,1,2,I wasn't aware that they did all of that.,,,
20180825-111850_152_live,0,3,"This morning, I was also reading about an ebola outbreak in the Congo (I think).",,,
20180825-111850_152_live,0,3,I imagine they'll help there if they aren't stretched too thin.,,,
20180825-111850_152_live,1,3,So save the children is a worldwide organization it sounds like!,ERPos+,1d,
20180825-111850_152_live,0,4,It is!,EEPos+,2c,
20180825-111850_152_live,0,4,Do you ever donate to organizations like this?,,,
20180825-111850_152_live,0,4,"My brother, sister, and I replaced birthday gifts with charity donations a few years ago.",,,
20180825-111850_152_live,0,4,It saved on clutter and felt great to give to charities.,,,
20180825-111850_152_live,1,4,"I've given to a few charities before, but never this one.",EEPos+,2e,
20180825-111850_152_live,1,4,I'm always so skeptical of charities to be honest.,ERPos-,5a,
20180825-111850_152_live,0,5,Same here.,EEPos+,2c,
20180825-111850_152_live,0,5,I remember reading about some questionable charities following hurricanes in Haiti and Puerto Rico.,,,
20180825-111850_152_live,0,5,It's a bummer when that money gets siphoned off.,,,
20180825-111850_152_live,0,5,I just looked up Save the Children on Charity Navigator and they give the org an 88.3 rating out of 100 including a 97 for transparency.,ERPos+,1a,
20180825-111850_152_live,1,5,Wow that's a really great rating!,ERPos+,1d,
20180825-111850_152_live,1,5,I think money that goes to kids is a super important cause.,ERPos+,1d,
20180825-111850_152_live,0,6,I plan on giving my payment for this exercise to Save the Children based on my research.,ERPos+,1b,
20180825-111850_152_live,0,6,Would you like to donate to the charity as well?,EENeg-,4b,
20180825-111850_152_live,0,6,"After we are done chatting, I think you can tell them the amount you want donated.",,,
20180825-111850_152_live,1,6,"Hmm, I would like to, but I'm having some financial trouble at the moment.",EENeg+,3c,
20180825-111850_152_live,1,6,I'm not sure how much I'd be willing to donate.,EENeg+,3c,
20180825-111850_152_live,0,7,I think you can donate as little as one cent.,EEPos+,2b,
20180825-111850_152_live,0,7,Sorry to hear about your financial troubles!,EEPos+,2c,
20180825-111850_152_live,0,7,I've been in a similar boat recently.,EEPos+,2c,
20180825-111850_152_live,1,7,Do you think that small of an amount would really help someone?,,,
20180825-111850_152_live,0,8,"I like to think so, yes.",EEPos+,2c,
20180825-111850_152_live,0,8,I know that organizations always stress that every little bit counts.,,,
20180825-111850_152_live,0,8,I'd like to think that even a few cents from a lot of people would be helpful.,EEPos+,2c,
20180825-111850_152_live,1,8,I think I'd be willing to donate about 25 cents,ERPos+,1c,
20180825-111850_152_live,0,9,Awesome!,EEPos+,2a,
20180825-111850_152_live,0,9,I'll match your donation.,ERPos+,1b,
20180825-111850_152_live,1,9,Oh that's great and makes me feel better!,,,
20180825-111850_152_live,1,9,Thank you!,,,
20180825-111850_152_live,1,9,I have to get going.,,,
20180825-111850_152_live,1,9,It's been great chatting with you and I hope you enjoy your weekend.,,,
20180825-111850_152_live,0,10,I have to get going.,,,
20180825-111850_152_live,0,10,It's been great chatting with you and I hope you enjoy your weekend.,,,
20180826-013831_953_live,0,0,"Hi, can I interest you in making a donation to Save the Children?",EENeg-,4b,
20180826-013831_953_live,1,0,Sure,ERPos+,1c,
20180826-013831_953_live,0,1,Would you like some information about the charity first?,EENeg-,4a,
20180826-013831_953_live,1,1,"Yes, that would be helpful.",ERPos+,1c,
20180826-013831_953_live,0,2,It's an international organization that provides relief and helps support children in developing countries.,ERPos+,1a,
20180826-013831_953_live,1,2,That sounds like a worthwhile cause.,ERPos+,1d,
20180826-013831_953_live,0,3,"Yes, and your donation would be essential in helping ensure children's rights to health, education, and safety.",EEPos+,2b,
20180826-013831_953_live,1,3,That sounds great.,ERPos+,1d,
20180826-013831_953_live,1,3,Are findings tax deductible?,ERNeg-,8,
20180826-013831_953_live,0,4,"Yes, donations to the charity are 100% tax deductible",,,
20180826-013831_953_live,1,4,Col.,,,
20180826-013831_953_live,1,4,"Just out of curiosity, what developing countries does this charity focus on ?",ERNeg-,8,
20180826-013831_953_live,0,5,They help children across 120 countries.,ERPos+,1a,
20180826-013831_953_live,0,5,Africa appears to be the continent where the charity focuses on as it serves 32 million there. 17.5 million Asian children are also served by the charity.,ERPos+,1a,
20180826-013831_953_live,1,5,Wow.,ERPos+,1d,
20180826-013831_953_live,1,5,That is a huge impact.,ERPos+,1d,
20180826-013831_953_live,0,6,Yes.,EEPos+,2c,
20180826-013831_953_live,0,6,The charity also helps children in the US who are growing up in poverty.,ERPos+,1a,
20180826-013831_953_live,1,6,Outstanding.,ERPos+,1d,
20180826-013831_953_live,1,6,I see no reason not to help this charity.,ERPos+,1d,
20180826-013831_953_live,0,7,Great!,EEPos+,2a,
20180826-013831_953_live,0,7,Your donation will be deducted from your payment in this task.,,,
20180826-013831_953_live,0,7,You can decide how much you want to donate.,,,
20180826-013831_953_live,1,7,Great.,,,
20180826-013831_953_live,1,7,What is my payment for this task?,,,
20180826-013831_953_live,0,8,$2 I think,,,
20180826-013831_953_live,1,8,Okay.,,,
20180826-013831_953_live,1,8,I'll donate half of that. So $1.,ERPos+,1c,
20180826-013831_953_live,0,9,Awesome.,EEPos+,2a,
20180826-013831_953_live,0,9,The research team will collect the donation and send it to Save the Children.,,,
20180826-013831_953_live,1,9,Super.,,,
20180826-013831_953_live,1,9,Thank you.,,,
20180826-062356_655_live,0,0,hi how are you,,,
20180826-062356_655_live,1,0,good morning.,,,
20180826-062356_655_live,1,0,I am well thank you and you?,,,
20180826-062356_655_live,0,1,"I'm fine, you've heard about the child support organization",,,
20180826-062356_655_live,1,1,Is that the organization that is helping single parents obtain support from absent parents?,,,
20180826-062356_655_live,0,2,"not a nonprofit organization that helps kids around the world, I've gotten to save $ 100",,,
20180826-062356_655_live,1,2,I have not heard about it.,ERPos-,5b,
20180826-062356_655_live,1,2,"What do you mean you have gotten to save $100, You are saying it isn't a non profit?",,,
20180826-062356_655_live,0,3,"I've donated $ 100 to this organization, sorry",ERPos+,1b,
20180826-062356_655_live,1,3,I see.,,,
20180826-062356_655_live,1,3,What does the organization provide?,ERNeg-,8,
20180826-062356_655_live,1,3,Is it a non profit?,ERNeg-,8,
20180826-062356_655_live,0,4,"The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",ERPos+,1a,
20180826-062356_655_live,1,4,I have heard of Save the Children Fund.,ERPos+,1d,
20180826-062356_655_live,1,4,"I will be honest, what I had heard though wasnt positive.",ERPos-,5a,
20180826-062356_655_live,0,5,yes it is a very positive organisation,ERPos+,1a,
20180826-062356_655_live,1,5,I typically give to local charities that use the funds to help in the community.,"EEPos+
EENeg+","2e
3c",
20180826-062356_655_live,1,5,I then can see the money at work.,EENeg+,3c,
20180826-062356_655_live,1,5,I am not saying that world charities are not needed but I rather give to local charities.,EENeg+,3c,
20180826-062356_655_live,0,6,i am a person positive and help the children,,,
20180826-062356_655_live,1,6,It is great to be a helpful person.,,,
20180826-062356_655_live,1,6,We have a school here in my small town for children from broken homes.,EEPos+,2e,
20180826-062356_655_live,1,6,I typically give to them.,EEPos+,2e,
20180826-062356_655_live,0,7,"I give a lot of money to the children in need, with pain everywhere they are",,,
20180826-062356_655_live,1,7,The Children's Hope Alliance in our town provides housing and schooling for children.,,,
20180826-062356_655_live,1,7,They are strictly non profit so we give what we can including clothes and books.,,,
20180826-062356_655_live,0,8,yes i give very much money,,,
20180826-062356_655_live,1,8,I know the children are very grateful!,,,
20180826-062356_655_live,0,9,there are the future of the word,,,
20180826-062356_655_live,1,9,this is true.,,,
20180826-062356_655_live,1,9,Thank you and have a great day,,,
20180826-174459_637_live,0,0,"HI, have you ever heard of Save The Children?",,,
20180826-174459_637_live,1,0,"I haven't, is that a charity?",ERPos-,5b,
20180826-174459_637_live,0,1,It is and a very reputable one.,ERPos+,1a,
20180826-174459_637_live,0,1,Have you ever donated to one before?,,,
20180826-174459_637_live,1,1,I've donated to a few in the past,EEPos+,2e,
20180826-174459_637_live,0,2,"Maybe I can get to do it again, Save the Children is international and non-governmental. Would you be interested in donating?",EENeg-,4b,
20180826-174459_637_live,1,2,"Possibly, do they have a website?",ERPos+,1c,
20180826-174459_637_live,0,3,"They do, it's URL by donating you are helping children and their families.",EEPos+,2b,
20180826-174459_637_live,0,3,How much can I count on you for?,EENeg-,4b,
20180826-174459_637_live,1,3,"I really can't do much, but I'd be glad to put down a dollar",ERPos+,1c,
20180826-174459_637_live,0,4,"Thanks for your dollar, the research team will collect all donations and send it to Save the Children.",EEPos+,2a,
20180826-174459_637_live,0,4,"Your donation will be directly deducted from your task payment, would you like to give more?",EENeg-,4c,
20180826-174459_637_live,1,4,"For now, I'm happy with my current donation but maybe another time",EENeg+,3c,
20180826-174459_637_live,0,5,"Thanks for the donation, do you know how to submit this task?",EEPos+,2a,
20180826-174459_637_live,1,5,I think we each have to exchange 10 messages before I can do that,,,
20180826-174459_637_live,0,6,"please check out the website for more info, maybe you will donate more",,,
20180826-174459_637_live,1,6,Is ther any other charities you're fond of?,,,
20180826-174459_637_live,0,7,"Just Save The Children, like being part of the solution.",ERPos+,1b,
20180826-174459_637_live,0,7,Have you thought about donating to something else?,,,
20180826-174459_637_live,1,7,"World Wildlife Fund: WWF, I like to support animals too if I can",EEPos+,2e,
